Date,Portfolio_ID,Client_ID,Ending_NAV_USD_M,Monthly_Return,Benchmark_Monthly_Return,Net_Cash_Flow_USD_M,Benchmark
2023-01-31,P-136,CLT-1013,1751.473,-0.009,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-136,CLT-1013,1675.33,-0.04347,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-136,CLT-1013,1695.193,0.01186,0.02043,0.0,Bloomberg Global Aggregate
2023-04-30,P-136,CLT-1013,1730.449,0.0208,0.00906,0.0,Bloomberg Global Aggregate
2023-05-31,P-136,CLT-1013,1682.661,-0.02762,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-136,CLT-1013,1621.558,-0.03631,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-136,CLT-1013,1606.247,-0.00944,-0.01321,0.0,Bloomberg Global Aggregate
2023-08-31,P-136,CLT-1013,1633.177,0.01677,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-136,CLT-1013,1594.29,-0.02381,-0.00247,0.0,Bloomberg Global Aggregate
2023-10-31,P-136,CLT-1013,1581.2,-0.00821,-0.01193,117.03,Bloomberg Global Aggregate
2023-11-30,P-136,CLT-1013,1536.257,-0.02842,-0.01571,0.0,Bloomberg Global Aggregate
2023-12-31,P-136,CLT-1013,1527.564,-0.00566,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-136,CLT-1013,1471.911,-0.03643,-0.03312,0.0,Bloomberg Global Aggregate
2024-02-29,P-136,CLT-1013,1456.516,-0.01046,-0.01949,0.0,Bloomberg Global Aggregate
2024-03-31,P-136,CLT-1013,1420.204,-0.02493,-0.01692,0.0,Bloomberg Global Aggregate
2024-04-30,P-136,CLT-1013,1443.532,0.01643,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-136,CLT-1013,1464.15,0.01428,6e-05,-82.71,Bloomberg Global Aggregate
2024-06-30,P-136,CLT-1013,1440.768,-0.01597,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-136,CLT-1013,1496.92,0.03897,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-136,CLT-1013,1494.267,-0.00177,-0.00929,0.0,Bloomberg Global Aggregate
2024-09-30,P-136,CLT-1013,1542.608,0.03235,0.02507,0.0,Bloomberg Global Aggregate
2024-10-31,P-136,CLT-1013,1583.58,0.02656,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-136,CLT-1013,1503.335,-0.05067,-0.02629,91.14,Bloomberg Global Aggregate
2024-12-31,P-136,CLT-1013,1498.509,-0.00321,0.00455,0.0,Bloomberg Global Aggregate
2025-01-31,P-136,CLT-1013,1500.373,0.00124,-0.00654,0.0,Bloomberg Global Aggregate
2025-02-28,P-136,CLT-1013,1473.622,-0.01783,-0.00807,0.0,Bloomberg Global Aggregate
2025-03-31,P-136,CLT-1013,1492.868,0.01306,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-136,CLT-1013,1467.7,-0.01686,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-136,CLT-1013,1423.849,-0.02988,-0.00614,0.0,Bloomberg Global Aggregate
2025-06-30,P-136,CLT-1013,1411.685,-0.00854,1e-05,61.91,Bloomberg Global Aggregate
2025-07-31,P-136,CLT-1013,1417.187,0.0039,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-136,CLT-1013,1349.326,-0.04788,-0.01885,0.0,Bloomberg Global Aggregate
2025-09-30,P-136,CLT-1013,1377.328,0.02075,0.0181,0.0,Bloomberg Global Aggregate
2025-10-31,P-136,CLT-1013,1388.508,0.00812,0.02284,57.04,Bloomberg Global Aggregate
2025-11-30,P-136,CLT-1013,1411.515,0.01657,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-136,CLT-1013,1417.636,0.00434,-0.0039,0.0,Bloomberg Global Aggregate
2026-01-31,P-136,CLT-1013,1399.861,-0.01254,-0.01007,90.28,Bloomberg Global Aggregate
2026-02-28,P-136,CLT-1013,1382.39,-0.01248,-0.01004,0.0,Bloomberg Global Aggregate
2021-01-31,P-137,CLT-1013,927.503,0.00647,0.01155,0.0,Bloomberg Global Aggregate
2021-02-28,P-137,CLT-1013,918.697,-0.00949,-0.00084,0.0,Bloomberg Global Aggregate
2021-03-31,P-137,CLT-1013,951.676,0.0359,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-137,CLT-1013,948.048,-0.00381,0.00166,0.0,Bloomberg Global Aggregate
2021-05-31,P-137,CLT-1013,952.895,0.00511,-0.00557,0.0,Bloomberg Global Aggregate
2021-06-30,P-137,CLT-1013,966.587,0.01437,0.0198,0.0,Bloomberg Global Aggregate
2021-07-31,P-137,CLT-1013,947.797,-0.01944,-0.0232,0.0,Bloomberg Global Aggregate
2021-08-31,P-137,CLT-1013,952.809,0.00529,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-137,CLT-1013,940.758,-0.01265,-0.01639,0.0,Bloomberg Global Aggregate
2021-10-31,P-137,CLT-1013,964.519,0.02526,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-137,CLT-1013,961.112,-0.00353,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-137,CLT-1013,970.744,0.01002,0.0057,0.0,Bloomberg Global Aggregate
2022-01-31,P-137,CLT-1013,964.014,-0.00693,-0.00409,0.0,Bloomberg Global Aggregate
2022-02-28,P-137,CLT-1013,908.825,-0.05725,-0.04804,0.0,Bloomberg Global Aggregate
2022-03-31,P-137,CLT-1013,891.817,-0.01871,-0.02404,40.02,Bloomberg Global Aggregate
2022-04-30,P-137,CLT-1013,892.186,0.00041,0.00775,0.0,Bloomberg Global Aggregate
2022-05-31,P-137,CLT-1013,899.458,0.00815,0.00445,0.0,Bloomberg Global Aggregate
2022-06-30,P-137,CLT-1013,899.646,0.00021,-0.00652,0.0,Bloomberg Global Aggregate
2022-07-31,P-137,CLT-1013,864.224,-0.03937,-0.03715,0.0,Bloomberg Global Aggregate
2022-08-31,P-137,CLT-1013,870.51,0.00727,-0.00085,0.0,Bloomberg Global Aggregate
2022-09-30,P-137,CLT-1013,874.884,0.00502,0.00155,0.0,Bloomberg Global Aggregate
2022-10-31,P-137,CLT-1013,861.5,-0.0153,-0.01095,0.0,Bloomberg Global Aggregate
2022-11-30,P-137,CLT-1013,879.328,0.02069,0.01112,61.62,Bloomberg Global Aggregate
2022-12-31,P-137,CLT-1013,851.222,-0.03196,-0.02466,0.0,Bloomberg Global Aggregate
2023-01-31,P-137,CLT-1013,843.878,-0.00863,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-137,CLT-1013,806.283,-0.04455,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-137,CLT-1013,826.211,0.02472,0.02043,-24.16,Bloomberg Global Aggregate
2023-04-30,P-137,CLT-1013,840.036,0.01673,0.00906,0.0,Bloomberg Global Aggregate
2023-05-31,P-137,CLT-1013,822.286,-0.02113,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-137,CLT-1013,799.202,-0.02807,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-137,CLT-1013,787.378,-0.01479,-0.01321,0.0,Bloomberg Global Aggregate
2023-08-31,P-137,CLT-1013,792.269,0.00621,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-137,CLT-1013,783.617,-0.01092,-0.00247,0.0,Bloomberg Global Aggregate
2023-10-31,P-137,CLT-1013,783.669,7e-05,-0.01193,0.0,Bloomberg Global Aggregate
2023-11-30,P-137,CLT-1013,762.019,-0.02763,-0.01571,0.0,Bloomberg Global Aggregate
2023-12-31,P-137,CLT-1013,745.645,-0.02149,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-137,CLT-1013,726.821,-0.02525,-0.03312,36.04,Bloomberg Global Aggregate
2024-02-29,P-137,CLT-1013,713.866,-0.01782,-0.01949,0.0,Bloomberg Global Aggregate
2024-03-31,P-137,CLT-1013,706.379,-0.01049,-0.01692,0.0,Bloomberg Global Aggregate
2024-04-30,P-137,CLT-1013,720.401,0.01985,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-137,CLT-1013,727.666,0.01008,6e-05,0.0,Bloomberg Global Aggregate
2024-06-30,P-137,CLT-1013,720.324,-0.01009,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-137,CLT-1013,757.192,0.05118,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-137,CLT-1013,746.724,-0.01383,-0.00929,0.0,Bloomberg Global Aggregate
2024-09-30,P-137,CLT-1013,768.551,0.02923,0.02507,0.0,Bloomberg Global Aggregate
2024-10-31,P-137,CLT-1013,792.552,0.03123,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-137,CLT-1013,769.547,-0.02903,-0.02629,0.0,Bloomberg Global Aggregate
2024-12-31,P-137,CLT-1013,777.832,0.01077,0.00455,0.0,Bloomberg Global Aggregate
2025-01-31,P-137,CLT-1013,777.609,-0.00029,-0.00654,23.15,Bloomberg Global Aggregate
2025-02-28,P-137,CLT-1013,780.26,0.00341,-0.00807,37.19,Bloomberg Global Aggregate
2025-03-31,P-137,CLT-1013,799.483,0.02464,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-137,CLT-1013,797.757,-0.00216,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-137,CLT-1013,783.966,-0.01729,-0.00614,35.41,Bloomberg Global Aggregate
2025-06-30,P-137,CLT-1013,793.701,0.01242,1e-05,0.0,Bloomberg Global Aggregate
2025-07-31,P-137,CLT-1013,795.706,0.00253,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-137,CLT-1013,776.876,-0.02366,-0.01885,0.0,Bloomberg Global Aggregate
2025-09-30,P-137,CLT-1013,794.909,0.02321,0.0181,0.0,Bloomberg Global Aggregate
2025-10-31,P-137,CLT-1013,807.809,0.01623,0.02284,0.0,Bloomberg Global Aggregate
2025-11-30,P-137,CLT-1013,819.113,0.01399,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-137,CLT-1013,808.986,-0.01236,-0.0039,0.0,Bloomberg Global Aggregate
2026-01-31,P-137,CLT-1013,796.724,-0.01516,-0.01007,0.0,Bloomberg Global Aggregate
2026-02-28,P-137,CLT-1013,792.7,-0.00505,-0.01004,-41.71,Bloomberg Global Aggregate
2021-01-31,P-138,CLT-1013,998.126,-0.04446,-0.06004,0.0,MSCI World
2021-02-28,P-138,CLT-1013,1034.989,0.03693,0.03127,0.0,MSCI World
2021-03-31,P-138,CLT-1013,1127.793,0.08967,0.09212,0.0,MSCI World
2021-04-30,P-138,CLT-1013,1140.752,0.01149,0.0382,0.0,MSCI World
2021-05-31,P-138,CLT-1013,1126.041,-0.0129,-0.01147,78.15,MSCI World
2021-06-30,P-138,CLT-1013,1169.562,0.03865,0.03022,49.57,MSCI World
2021-07-31,P-138,CLT-1013,1255.108,0.07314,0.076,0.0,MSCI World
2021-08-31,P-138,CLT-1013,1349.181,0.07495,0.0739,0.0,MSCI World
2021-09-30,P-138,CLT-1013,1302.009,-0.03496,-0.03385,0.0,MSCI World
2021-10-31,P-138,CLT-1013,1336.65,0.02661,0.02953,-67.1,MSCI World
2021-11-30,P-138,CLT-1013,1341.867,0.0039,0.00155,0.0,MSCI World
2021-12-31,P-138,CLT-1013,1395.084,0.03966,0.04193,0.0,MSCI World
2022-01-31,P-138,CLT-1013,1436.548,0.02972,0.00922,0.0,MSCI World
2022-02-28,P-138,CLT-1013,1244.119,-0.13395,-0.10602,0.0,MSCI World
2022-03-31,P-138,CLT-1013,1210.161,-0.0273,-0.0214,0.0,MSCI World
2022-04-30,P-138,CLT-1013,1199.607,-0.00872,0.00148,0.0,MSCI World
2022-05-31,P-138,CLT-1013,1124.49,-0.06262,-0.06687,0.0,MSCI World
2022-06-30,P-138,CLT-1013,1146.821,0.01986,0.01749,0.0,MSCI World
2022-07-31,P-138,CLT-1013,1092.055,-0.04775,-0.07063,0.0,MSCI World
2022-08-31,P-138,CLT-1013,1077.839,-0.01302,-0.04025,0.0,MSCI World
2022-09-30,P-138,CLT-1013,1121.385,0.0404,0.04931,0.0,MSCI World
2022-10-31,P-138,CLT-1013,1073.757,-0.04247,-0.04383,-80.97,MSCI World
2022-11-30,P-138,CLT-1013,1096.461,0.02114,0.01719,0.0,MSCI World
2022-12-31,P-138,CLT-1013,998.358,-0.08947,-0.08023,0.0,MSCI World
2023-01-31,P-138,CLT-1013,1103.158,0.10497,0.09529,0.0,MSCI World
2023-02-28,P-138,CLT-1013,1096.085,-0.00641,-0.00458,0.0,MSCI World
2023-03-31,P-138,CLT-1013,1095.36,-0.00066,0.01216,0.0,MSCI World
2023-04-30,P-138,CLT-1013,1109.927,0.0133,0.01566,0.0,MSCI World
2023-05-31,P-138,CLT-1013,1134.022,0.02171,0.0336,0.0,MSCI World
2023-06-30,P-138,CLT-1013,1088.298,-0.04032,-0.05542,0.0,MSCI World
2023-07-31,P-138,CLT-1013,1125.867,0.03452,0.00794,0.0,MSCI World
2023-08-31,P-138,CLT-1013,1109.191,-0.01481,-0.01941,-36.98,MSCI World
2023-09-30,P-138,CLT-1013,1042.938,-0.05973,-0.06255,0.0,MSCI World
2023-10-31,P-138,CLT-1013,1098.064,0.05286,0.04949,0.0,MSCI World
2023-11-30,P-138,CLT-1013,1109.549,0.01046,-0.00657,0.0,MSCI World
2023-12-31,P-138,CLT-1013,1148.457,0.03507,0.01832,0.0,MSCI World
2024-01-31,P-138,CLT-1013,1166.267,0.01551,0.01569,0.0,MSCI World
2024-02-29,P-138,CLT-1013,1164.925,-0.00115,-0.00585,-28.73,MSCI World
2024-03-31,P-138,CLT-1013,1282.401,0.10084,0.09084,0.0,MSCI World
2024-04-30,P-138,CLT-1013,1272.708,-0.00756,0.00619,0.0,MSCI World
2024-05-31,P-138,CLT-1013,1222.297,-0.03961,-0.05705,-26.85,MSCI World
2024-06-30,P-138,CLT-1013,1241.577,0.01577,-0.00859,0.0,MSCI World
2024-07-31,P-138,CLT-1013,1298.553,0.04589,0.02908,0.0,MSCI World
2024-08-31,P-138,CLT-1013,1318.396,0.01528,0.03046,0.0,MSCI World
2024-09-30,P-138,CLT-1013,1236.45,-0.06216,-0.03737,0.0,MSCI World
2024-10-31,P-138,CLT-1013,1307.946,0.05782,0.04707,78.55,MSCI World
2024-11-30,P-138,CLT-1013,1210.685,-0.07436,-0.06562,0.0,MSCI World
2024-12-31,P-138,CLT-1013,1284.797,0.06122,0.05606,0.0,MSCI World
2025-01-31,P-138,CLT-1013,1252.238,-0.02534,-0.04706,0.0,MSCI World
2025-02-28,P-138,CLT-1013,1241.378,-0.00867,-0.0013,0.0,MSCI World
2025-03-31,P-138,CLT-1013,1302.287,0.04907,0.05273,0.0,MSCI World
2025-04-30,P-138,CLT-1013,1325.979,0.01819,0.01317,0.0,MSCI World
2025-05-31,P-138,CLT-1013,1361.096,0.02648,0.04235,0.0,MSCI World
2025-06-30,P-138,CLT-1013,1395.607,0.02535,0.03406,107.36,MSCI World
2025-07-31,P-138,CLT-1013,1484.486,0.06368,0.06201,0.0,MSCI World
2025-08-31,P-138,CLT-1013,1558.695,0.04999,0.05263,0.0,MSCI World
2025-09-30,P-138,CLT-1013,1556.504,-0.00141,-0.01083,0.0,MSCI World
2025-10-31,P-138,CLT-1013,1669.673,0.07271,0.03466,0.0,MSCI World
2025-11-30,P-138,CLT-1013,1581.066,-0.05307,-0.05573,0.0,MSCI World
2025-12-31,P-138,CLT-1013,1574.62,-0.00408,0.00574,0.0,MSCI World
2026-01-31,P-138,CLT-1013,1673.178,0.06259,0.04243,-86.55,MSCI World
2026-02-28,P-138,CLT-1013,1663.2,-0.00596,0.01377,0.0,MSCI World
2021-01-31,P-139,CLT-1013,1024.437,0.00379,0.01155,0.0,Bloomberg Global Aggregate
2021-02-28,P-139,CLT-1013,1021.102,-0.00326,-0.00084,-77.05,Bloomberg Global Aggregate
2021-03-31,P-139,CLT-1013,1045.638,0.02403,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-139,CLT-1013,1044.672,-0.00092,0.00166,0.0,Bloomberg Global Aggregate
2021-05-31,P-139,CLT-1013,1040.283,-0.0042,-0.00557,0.0,Bloomberg Global Aggregate
2021-06-30,P-139,CLT-1013,1064.443,0.02322,0.0198,0.0,Bloomberg Global Aggregate
2021-07-31,P-139,CLT-1013,1049.071,-0.01444,-0.0232,0.0,Bloomberg Global Aggregate
2021-08-31,P-139,CLT-1013,1064.553,0.01476,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-139,CLT-1013,1044.761,-0.01859,-0.01639,82.41,Bloomberg Global Aggregate
2021-10-31,P-139,CLT-1013,1081.891,0.03554,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-139,CLT-1013,1075.781,-0.00565,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-139,CLT-1013,1071.811,-0.00369,0.0057,0.0,Bloomberg Global Aggregate
2022-01-31,P-139,CLT-1013,1077.799,0.00559,-0.00409,0.0,Bloomberg Global Aggregate
2022-02-28,P-139,CLT-1013,1035.987,-0.03879,-0.04804,0.0,Bloomberg Global Aggregate
2022-03-31,P-139,CLT-1013,1007.201,-0.02779,-0.02404,0.0,Bloomberg Global Aggregate
2022-04-30,P-139,CLT-1013,1013.893,0.00664,0.00775,0.0,Bloomberg Global Aggregate
2022-05-31,P-139,CLT-1013,1013.758,-0.00013,0.00445,0.0,Bloomberg Global Aggregate
2022-06-30,P-139,CLT-1013,1010.969,-0.00275,-0.00652,0.0,Bloomberg Global Aggregate
2022-07-31,P-139,CLT-1013,986.765,-0.02394,-0.03715,0.0,Bloomberg Global Aggregate
2022-08-31,P-139,CLT-1013,992.145,0.00545,-0.00085,0.0,Bloomberg Global Aggregate
2022-09-30,P-139,CLT-1013,1002.153,0.01009,0.00155,27.0,Bloomberg Global Aggregate
2022-10-31,P-139,CLT-1013,998.278,-0.00387,-0.01095,0.0,Bloomberg Global Aggregate
2022-11-30,P-139,CLT-1013,1010.951,0.01269,0.01112,0.0,Bloomberg Global Aggregate
2022-12-31,P-139,CLT-1013,994.975,-0.0158,-0.02466,0.0,Bloomberg Global Aggregate
2023-01-31,P-139,CLT-1013,995.156,0.00018,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-139,CLT-1013,963.105,-0.03221,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-139,CLT-1013,981.324,0.01892,0.02043,0.0,Bloomberg Global Aggregate
2023-04-30,P-139,CLT-1013,980.3,-0.00104,0.00906,0.0,Bloomberg Global Aggregate
2023-05-31,P-139,CLT-1013,960.899,-0.01979,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-139,CLT-1013,936.007,-0.0259,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-139,CLT-1013,923.26,-0.01362,-0.01321,70.49,Bloomberg Global Aggregate
2023-08-31,P-139,CLT-1013,939.899,0.01802,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-139,CLT-1013,955.191,0.01627,-0.00247,57.62,Bloomberg Global Aggregate
2023-10-31,P-139,CLT-1013,941.178,-0.01467,-0.01193,0.0,Bloomberg Global Aggregate
2023-11-30,P-139,CLT-1013,922.479,-0.01987,-0.01571,0.0,Bloomberg Global Aggregate
2023-12-31,P-139,CLT-1013,909.194,-0.0144,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-139,CLT-1013,887.728,-0.02361,-0.03312,39.09,Bloomberg Global Aggregate
2024-02-29,P-139,CLT-1013,885.415,-0.00261,-0.01949,0.0,Bloomberg Global Aggregate
2024-03-31,P-139,CLT-1013,875.739,-0.01093,-0.01692,-20.91,Bloomberg Global Aggregate
2024-04-30,P-139,CLT-1013,883.637,0.00902,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-139,CLT-1013,896.78,0.01487,6e-05,0.0,Bloomberg Global Aggregate
2024-06-30,P-139,CLT-1013,887.025,-0.01088,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-139,CLT-1013,924.685,0.04246,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-139,CLT-1013,910.847,-0.01496,-0.00929,0.0,Bloomberg Global Aggregate
2024-09-30,P-139,CLT-1013,940.233,0.03226,0.02507,0.0,Bloomberg Global Aggregate
2024-10-31,P-139,CLT-1013,974.802,0.03677,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-139,CLT-1013,952.97,-0.0224,-0.02629,0.0,Bloomberg Global Aggregate
2024-12-31,P-139,CLT-1013,967.049,0.01477,0.00455,0.0,Bloomberg Global Aggregate
2025-01-31,P-139,CLT-1013,957.035,-0.01036,-0.00654,0.0,Bloomberg Global Aggregate
2025-02-28,P-139,CLT-1013,959.603,0.00268,-0.00807,0.0,Bloomberg Global Aggregate
2025-03-31,P-139,CLT-1013,970.809,0.01168,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-139,CLT-1013,978.181,0.00759,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-139,CLT-1013,977.652,-0.00054,-0.00614,0.0,Bloomberg Global Aggregate
2025-06-30,P-139,CLT-1013,973.162,-0.00459,1e-05,0.0,Bloomberg Global Aggregate
2025-07-31,P-139,CLT-1013,957.72,-0.01587,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-139,CLT-1013,946.378,-0.01184,-0.01885,0.0,Bloomberg Global Aggregate
2025-09-30,P-139,CLT-1013,962.622,0.01716,0.0181,0.0,Bloomberg Global Aggregate
2025-10-31,P-139,CLT-1013,985.122,0.02337,0.02284,0.0,Bloomberg Global Aggregate
2025-11-30,P-139,CLT-1013,1001.217,0.01634,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-139,CLT-1013,1005.689,0.00447,-0.0039,49.64,Bloomberg Global Aggregate
2026-01-31,P-139,CLT-1013,1005.42,-0.00027,-0.01007,0.0,Bloomberg Global Aggregate
2026-02-28,P-139,CLT-1013,988.98,-0.01635,-0.01004,0.0,Bloomberg Global Aggregate
2021-01-31,P-140,CLT-1013,1321.532,0.02989,0.013,0.0,Crisil Liquid / MMF
2021-02-28,P-140,CLT-1013,1321.738,0.00016,0.00808,0.0,Crisil Liquid / MMF
2021-03-31,P-140,CLT-1013,1286.363,-0.02676,0.00192,-55.26,Crisil Liquid / MMF
2021-04-30,P-140,CLT-1013,1273.574,-0.00994,0.0054,0.0,Crisil Liquid / MMF
2021-05-31,P-140,CLT-1013,1280.601,0.00552,0.00358,0.0,Crisil Liquid / MMF
2021-06-30,P-140,CLT-1013,1272.893,-0.00602,0.00686,0.0,Crisil Liquid / MMF
2021-07-31,P-140,CLT-1013,1279.088,0.00487,0.00672,-76.32,Crisil Liquid / MMF
2021-08-31,P-140,CLT-1013,1294.456,0.01201,0.00859,0.0,Crisil Liquid / MMF
2021-09-30,P-140,CLT-1013,1293.01,-0.00112,0.00189,0.0,Crisil Liquid / MMF
2021-10-31,P-140,CLT-1013,1290.835,-0.00168,0.0052,0.0,Crisil Liquid / MMF
2021-11-30,P-140,CLT-1013,1268.292,-0.01746,-0.00122,0.0,Crisil Liquid / MMF
2021-12-31,P-140,CLT-1013,1268.28,-1e-05,0.00048,0.0,Crisil Liquid / MMF
2022-01-31,P-140,CLT-1013,1225.89,-0.03342,-0.0071,0.0,Crisil Liquid / MMF
2022-02-28,P-140,CLT-1013,1198.05,-0.02271,-0.01346,0.0,Crisil Liquid / MMF
2022-03-31,P-140,CLT-1013,1167.712,-0.02532,-0.01308,0.0,Crisil Liquid / MMF
2022-04-30,P-140,CLT-1013,1151.461,-0.01392,-0.0102,0.0,Crisil Liquid / MMF
2022-05-31,P-140,CLT-1013,1138.611,-0.01116,-0.00776,-90.45,Crisil Liquid / MMF
2022-06-30,P-140,CLT-1013,1135.516,-0.00272,-0.01384,0.0,Crisil Liquid / MMF
2022-07-31,P-140,CLT-1013,1131.674,-0.00338,-0.02222,43.99,Crisil Liquid / MMF
2022-08-31,P-140,CLT-1013,1100.241,-0.02778,-0.01318,0.0,Crisil Liquid / MMF
2022-09-30,P-140,CLT-1013,1119.955,0.01792,-0.00599,0.0,Crisil Liquid / MMF
2022-10-31,P-140,CLT-1013,1098.246,-0.01938,-0.00898,80.26,Crisil Liquid / MMF
2022-11-30,P-140,CLT-1013,1093.629,-0.0042,-0.00558,0.0,Crisil Liquid / MMF
2022-12-31,P-140,CLT-1013,1084.308,-0.00852,-0.01409,0.0,Crisil Liquid / MMF
2023-01-31,P-140,CLT-1013,1115.378,0.02865,-0.00085,0.0,Crisil Liquid / MMF
2023-02-28,P-140,CLT-1013,1114.223,-0.00104,0.00644,0.0,Crisil Liquid / MMF
2023-03-31,P-140,CLT-1013,1094.909,-0.01733,0.00566,0.0,Crisil Liquid / MMF
2023-04-30,P-140,CLT-1013,1120.728,0.02358,0.00589,0.0,Crisil Liquid / MMF
2023-05-31,P-140,CLT-1013,1117.355,-0.00301,0.00807,0.0,Crisil Liquid / MMF
2023-06-30,P-140,CLT-1013,1118.539,0.00106,0.00629,0.0,Crisil Liquid / MMF
2023-07-31,P-140,CLT-1013,1109.192,-0.00836,0.00624,0.0,Crisil Liquid / MMF
2023-08-31,P-140,CLT-1013,1111.534,0.00211,0.00731,0.0,Crisil Liquid / MMF
2023-09-30,P-140,CLT-1013,1106.435,-0.00459,0.00657,0.0,Crisil Liquid / MMF
2023-10-31,P-140,CLT-1013,1123.493,0.01542,0.0078,0.0,Crisil Liquid / MMF
2023-11-30,P-140,CLT-1013,1133.119,0.00857,0.00833,56.3,Crisil Liquid / MMF
2023-12-31,P-140,CLT-1013,1134.196,0.00095,0.01014,0.0,Crisil Liquid / MMF
2024-01-31,P-140,CLT-1013,1150.247,0.01415,0.00258,0.0,Crisil Liquid / MMF
2024-02-29,P-140,CLT-1013,1160.479,0.0089,0.0065,0.0,Crisil Liquid / MMF
2024-03-31,P-140,CLT-1013,1137.201,-0.02006,0.00355,0.0,Crisil Liquid / MMF
2024-04-30,P-140,CLT-1013,1151.497,0.01257,0.00195,0.0,Crisil Liquid / MMF
2024-05-31,P-140,CLT-1013,1156.073,0.00397,0.00244,-32.01,Crisil Liquid / MMF
2024-06-30,P-140,CLT-1013,1182.666,0.023,0.00655,0.0,Crisil Liquid / MMF
2024-07-31,P-140,CLT-1013,1191.012,0.00706,0.00628,0.0,Crisil Liquid / MMF
2024-08-31,P-140,CLT-1013,1185.845,-0.00434,0.00622,0.0,Crisil Liquid / MMF
2024-09-30,P-140,CLT-1013,1186.751,0.00076,0.00405,0.0,Crisil Liquid / MMF
2024-10-31,P-140,CLT-1013,1203.409,0.01404,0.00485,0.0,Crisil Liquid / MMF
2024-11-30,P-140,CLT-1013,1200.241,-0.00263,0.00767,0.0,Crisil Liquid / MMF
2024-12-31,P-140,CLT-1013,1192.397,-0.00654,-0.00033,0.0,Crisil Liquid / MMF
2025-01-31,P-140,CLT-1013,1194.085,0.00142,0.00492,0.0,Crisil Liquid / MMF
2025-02-28,P-140,CLT-1013,1182.334,-0.00984,0.00514,0.0,Crisil Liquid / MMF
2025-03-31,P-140,CLT-1013,1179.168,-0.00268,0.00744,-41.1,Crisil Liquid / MMF
2025-04-30,P-140,CLT-1013,1180.975,0.00153,0.00016,0.0,Crisil Liquid / MMF
2025-05-31,P-140,CLT-1013,1209.481,0.02414,0.01001,0.0,Crisil Liquid / MMF
2025-06-30,P-140,CLT-1013,1220.052,0.00874,0.00557,0.0,Crisil Liquid / MMF
2025-07-31,P-140,CLT-1013,1225.457,0.00443,0.00576,32.93,Crisil Liquid / MMF
2025-08-31,P-140,CLT-1013,1216.137,-0.00761,0.00344,0.0,Crisil Liquid / MMF
